id,game,label,name_str_id,ip_type,effect,int0,int1,float0,float1,condition_script,vfx,scaling_vector,base_cost,is_negative,proc_chance,base_duration,projectile_crust,ability_id
4002,dao,Chance of +<powervalue/> fire damage,380510,2,1013,2,0,2.5,0.0,,1067,Float0,5000,0,0.009999999776,0.0,0,0
4005,dao,Massive damage to darkspawn,380511,2,0,0,0,0.0,0.0,,0,,5000,0,1.0,0.0,0,0
4006,dao,Mage Slayer - Interrupts spellcasting,380512,2,0,0,0,0.0,0.0,,0,,5000,0,1.0,0.0,0,0
4008,dao,Increases hostility,380514,2,0,0,0,0.0,0.0,,0,,1000,0,1.0,0.0,0,0
4009,dao,Chance to knock target back,380515,2,1057,0,0,0.0,0.0,,0,,5000,0,0.1000000015,0.0,0,0
4010,dao,Explosive,380516,2,1013,2,0,10.0,0.0,0,0,Float0,2000,0,0.05000000075,0.0,0,0
5000,dao,Increase Healing Spells (5% per power),380454,1,1012,51,0,5.0,0.0,,0,Float0,5000,0,1.0,0.0,0,0
6000,dao,Required: Elf or dwarf,380527,3,0,0,0,0.0,0.0,ip_restrict_human,0,,0,0,1.0,0.0,0,0
6001,dao,Required: Human or dwarf,380528,3,0,0,0,0.0,0.0,ip_restrict_elf,0,,0,0,1.0,0.0,0,0
6002,dao,Required: Human or elf,380529,3,0,0,0,0.0,0.0,ip_restrict_dwarf,0,,0,0,1.0,0.0,0,0
6005,dao,Required: Human,380530,3,0,0,0,0.0,0.0,ip_restrict_ohuman,0,,0,0,1.0,0.0,0,0
6006,dao,Required: Elf,380531,3,0,0,0,0.0,0.0,ip_restrict_oelf,0,,0,0,1.0,0.0,0,0
6007,dao,Required: Dwarf,380532,3,0,0,0,0.0,0.0,ip_restrict_odwarf,0,,0,0,1.0,0.0,0,0
6010,dao,Required: Mage,380533,3,0,0,0,0.0,0.0,ip_restrict_omage,0,,0,0,1.0,0.0,0,0
6011,dao,Required: Warrior,380534,3,0,0,0,0.0,0.0,ip_restrict_owar,0,,0,0,1.0,0.0,0,0
6012,dao,Required: Rogue,380535,3,0,0,0,0.0,0.0,ip_restrict_orog,0,,0,0,1.0,0.0,0,0
6015,dao,Required: Warrior or Rogue,380536,3,0,0,0,0.0,0.0,ip_restrict_mage,0,,0,0,1.0,0.0,0,0
6016,dao,Required: Mage or Rogue,380537,3,0,0,0,0.0,0.0,ip_restrict_war,0,,0,0,1.0,0.0,0,0
6017,dao,Required: Warrior or Mage,380538,3,0,0,0,0.0,0.0,ip_restrict_rog,0,,0,0,1.0,0.0,0,0
6020,dao,Required: Templar,380539,3,0,0,0,0.0,0.0,ip_restrict_temp,0,,0,0,1.0,0.0,0,0
6021,dao,Required: Spirit Healer,380540,3,0,0,0,0.0,0.0,ip_restrict_sph,0,,0,0,1.0,0.0,0,0
6022,dao,Required: Berserker,380541,3,0,0,0,0.0,0.0,ip_restrict_ber,0,,0,0,1.0,0.0,0,0
6023,dao,Required: Assassin,380542,3,0,0,0,0.0,0.0,ip_restrict_ass,0,,0,0,1.0,0.0,0,0
6024,dao,Required: Bard,380543,3,0,0,0,0.0,0.0,ip_restrict_bard,0,,0,0,1.0,0.0,0,0
6025,dao,Required: Shapeshifter,380544,3,0,0,0,0.0,0.0,ip_restrict_shif,0,,0,0,1.0,0.0,0,0
6026,dao,Required: Champion,380545,3,0,0,0,0.0,0.0,ip_restrict_cham,0,,0,0,1.0,0.0,0,0
6027,dao,Restriction: Mabari hound,380546,3,0,0,0,0.0,0.0,ip_restrict_dog,0,,0,0,1.0,0.0,0,0
6028,dao,Restriction: Wynne,380547,3,0,0,0,0.0,0.0,ip_restrict_wynn,0,,0,0,1.0,0.0,0,0
6029,dao,Restriction: Morrigan,380548,3,0,0,0,0.0,0.0,ip_restrict_morr,0,,0,0,1.0,0.0,0,0
6030,dao,Restriction: Alistair,380549,3,0,0,0,0.0,0.0,ip_restrict_alist,0,,0,0,1.0,0.0,0,0
6031,dao,Restriction: Grey Warden,380550,3,0,0,0,0.0,0.0,ip_restrict_ward,0,,0,0,1.0,0.0,0,0
6032,dao,Required: Duelist,380551,3,0,0,0,0.0,0.0,ip_restrict_duel,0,,0,0,1.0,0.0,0,0
6033,dao,Required: Reaver,380552,3,0,0,0,0.0,0.0,ip_restrict_reav,0,,0,0,1.0,0.0,0,0
6034,dao,Required: Ranger,380553,3,0,0,0,0.0,0.0,ip_restrict_rang,0,,0,0,1.0,0.0,0,0
6040,dao,Required: All Templar talents,380554,3,0,0,0,0.0,0.0,ip_restrict_mtemp,0,,0,0,1.0,0.0,0,0
6041,dao,Required: All Berserker talents,380555,3,0,0,0,0.0,0.0,ip_restrict_mbers,0,,0,0,1.0,0.0,0,0
6051,dao,Required: Poison-Making,380556,3,0,0,0,0.0,0.0,ip_restrict_skpoison,0,,0,0,1.0,0.0,0,0
6052,dao,Required: Trap-Making,380557,3,0,0,0,0.0,0.0,ip_restrict_sktraps,0,,0,0,1.0,0.0,0,0
6053,dao,Required: Herbalism,380558,3,0,0,0,0.0,0.0,ip_restrict_skherb,0,,0,0,1.0,0.0,0,0
6055,dao,Required: Stealth,380559,3,0,0,0,0.0,0.0,ip_restrict_tstealth,0,,0,0,1.0,0.0,0,0
6056,dao,Required: Any archery talent,380560,3,0,0,0,0.0,0.0,ip_restrict_tarch,0,,0,0,1.0,0.0,0,0
6060,dao,Improves Blood Magic,380455,1,1067,0,0,0.0,0.0,,0,,10000,0,1.0,0.0,0,0
6062,dao,Increase Chance to Dodge Attacks (5% per power),380456,1,1012,16,0,5.0,0.0,,0,Float0,5000,0,1.0,0.0,0,0
6063,dao,Required: Blood Mage,380561,3,0,0,0,0.0,0.0,ip_restrict_bloodm,0,,0,0,1.0,0.0,0,0
6064,dao,Required: Arcane Warrior,380562,3,0,0,0,0.0,0.0,ip_restrict_arcanew,0,,0,0,1.0,0.0,0,0
6065,dao,Weakens and bloodies targets,380517,2,0,0,0,0.0,0.0,,0,,4000,0,0.25,0.0,0,0
6066,dao,Increase Exploraton Mana Regen,380457,1,1012,29,0,1.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6067,dao,[NOT IMPELMENTED] Dual-weapon fatigue,380458,1,0,0,0,0.5,0.0,,0,Float0,3000,0,1.0,0.0,0,0
6068,dao,[NOT IMPLEMENTED] Archery fatigue,380459,1,0,0,0,0.5,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6069,dao,[NOT IMPLEMENTED] Weapon-and-shield fatigue,380460,1,0,0,0,0.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
6070,dao,[NOT IMPLEMENTED] Two-handed-weapon fatigue,380461,1,0,0,0,0.5,0.0,,0,Float0,4000,0,1.0,0.0,0,0
6071,dao,[NOT IMPLEMENTED] Damage from spirits,380462,1,0,0,0,2.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6072,dao,Improves trap detection,380463,1,1066,0,0,0.0,0.0,,0,,5000,0,1.0,0.0,0,0
6073,dao,Increase Exploration Stamina Regen,380464,1,1012,29,0,1.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6074,dao,Increase Combat Stamina Regen (0.25 per power),380465,1,1012,30,0,0.25,0.0,,0,Float0,5000,0,1.0,0.0,0,0
6076,dao,Increases XP bonus from codex,380466,1,1065,1,25,0.0,0.0,,0,,3000,0,1.0,0.0,0,0
6081,dao,Increases monetary gain,380468,1,1065,2,0,0.05000000075,0.0,,0,Float0,5000,0,1.0,0.0,0,0
6083,dao,+<powervalue/> Electricity damage,380518,2,1013,4,0,1.0,0.0,,1069,Float0,2000,0,1.0,0.0,0,0
6085,dao,Telekinetic,380519,1,1012,53,0,1.0,0.0,,5030,Float0,0,0,1.0,0.0,0,0
6086,dao,Righteous Strike,380520,2,1013,8,0,2.0,0.0,,1106,Float0,0,0,1.0,0.0,0,0
6087,dao,Decrease Constitution,380469,1,1012,6,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6088,dao,Decrease Cunning,380470,1,1012,5,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6089,dao,Decrease Dexterity,380471,1,1012,2,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6090,dao,Decrease Strength,380472,1,1012,1,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6091,dao,Decrease Willpower,380473,1,1012,3,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6092,dao,Decrease Magic,380474,1,1012,4,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6093,dao,[NI] Decrease All attributes,380475,1,1015,-1000,1,0.0,0.0,,0,Int1,0,0,1.0,0.0,0,0
6094,dao,Decrease Electricity resistance (5 per power),380476,1,1012,44,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6095,dao,Decrease Cold resistance (5 per power),380477,1,1012,43,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6096,dao,Decrease Fire resistance (5 per power),380478,1,1012,42,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6097,dao,Decrease Nature resistance (5 per power),380479,1,1012,45,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6098,dao,Decrease Spirit resistance (5 per power),380480,1,1012,46,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6099,dao,Increase Attack (2 per power),380481,1,1012,9,0,2.0,0.0,,0,Float0,3000,0,1.0,0.0,0,0
6100,dao,[NI] Increase Backstab damage (2 per power),380482,1,0,0,0,2.0,0.0,,0,Float0,3525,0,1.0,0.0,0,0
6101,dao,Decrease Attack (5 per power),380483,1,1012,9,0,-5.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6102,dao,Decrease Armor (3 per power),380484,1,1012,11,0,-3.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6103,dao,Increase Natural armor,380485,1,1012,11,0,1.0,0.0,,0,Float0,4000,0,1.0,0.0,0,0
6104,dao,Increase Stamina (25 per power),380486,1,1012,8,0,25.0,0.0,,0,Float0,2500,0,1.0,0.0,0,0
6105,dao,Decrease Damage,380487,1,1012,39,0,-1.0,0.0,,0,Float0,0,1,1.0,0.0,0,0
6106,dao,Morrigan's protection,380488,1,1012,11,0,2.0,0.0,,0,Float0,0,0,1.0,0.0,0,0
6107,dao,+<powervalue/> damage vs. beasts,380489,2,0,0,0,2.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6109,dao,+<powervalue/> Cold damage,380521,2,1013,3,0,1.0,0.0,,1068,Float0,2000,0,1.0,0.0,0,0
6110,dao,Chance of +<powervalue/> cold damage,380522,2,1013,3,0,2.5,0.0,,1068,Float0,5000,0,0.1000000015,0.0,0,0
6111,dao,Chance of +<powervalue/> electricity damage,380523,2,1013,4,0,2.5,0.0,,1069,Float0,5000,0,0.1000000015,0.0,0,0
6112,dao,Increase Defense against Missiles (2 per power),380491,1,1012,22,0,2.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
6113,dao,Chance of paralysis,380524,2,8,0,0,0.0,0.0,,0,,6000,0,0.05000000075,3.0,0,0
6114,dao,Chance to reduce movement speed,380525,2,0,0,0,0.0,0.0,,0,,4000,0,0.1000000015,3.0,0,0
6115,dao,Increases incoming damage (0.1 per power),380492,1,1012,12,0,0.1000000015,0.0,,0,Float0,0,1,1.0,0.0,0,0
6116,dao,Flag: Is Healing Potion,382892,4,0,0,0,0.0,0.0,,0,Float0,0,0,1.0,0.0,0,0
6117,dao,Flag: Is Mana Potion,382893,4,0,0,0,0.0,0.0,,0,Float0,0,0,1.0,0.0,0,0
10000,dao,No attribute requirements,380563,4,0,0,0,0.0,0.0,,0,,0,0,0.0,0.0,0,0
10001,dao,Chance to stun,380526,2,1027,0,0,0.0,0.0,,0,,4000,0,0.05000000075,1.0,0,0
10002,dao,Vicious,380566,2,0,0,0,0.0,0.0,,0,,4000,0,0.1000000015,5.0,0,0
10003,dao,Chance for +<powervalue/> Nature damage,0,2,1013,5,0,2.0,0.0,,0,,5000,0,0.200000003,0.0,0,0
10004,dao,+<powervalue/> Cold damage (no crust),380521,2,1013,3,0,1.0,0.0,,0,Float0,2000,0,1.0,0.0,0,0
10005,dao,Restriction: Sten,394300,3,0,0,0,0.0,0.0,ip_restrict_sten,0,,0,0,1.0,0.0,0,0
10006,dao,Increase Crit Damage (+5% per power),396406,1,1012,54,0,5.0,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10007,dao,Increases all Fire Damage (+2.5% per power),396564,1,1012,55,0,2.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10008,dao,Increases all Sprit Damage (+2.5% per power),396567,1,1012,56,0,2.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10009,dao,Increases all Cold Damage (+2.5% per power),396566,1,1012,57,0,2.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10010,dao,Increases all Nature Damage (+2.5% per power),396568,1,1012,58,0,2.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10011,dao,Increases all Lightning Damage (+2.5% per power),396565,1,1012,59,0,2.5,0.0,,0,Float0,2500,0,1.0,0.0,0,0
10012,dao,Restriction: Oghren,396569,3,0,0,0,0.0,0.0,ip_restrict_oghren,0,,0,0,1.0,0.0,0,0
10013,dao,Restrict: Leliana,396570,3,0,0,0,0.0,0.0,ip_restrict_leliana,0,,0,0,1.0,0.0,0,0
10014,dao,Restrict: Loghain,396571,3,0,0,0,0.0,0.0,ip_restrict_loghain,0,,0,0,1.0,0.0,0,0
10015,dao,Restrict: Zevran,396572,3,0,0,0,0.0,0.0,ip_restrict_zevran,0,,0,0,1.0,0.0,0,0
10016,dao,Increase Mental Resistance,396575,1,1012,32,0,1.0,0.0,,0,Float0,350,0,1.0,0.0,0,0
10017,dao,Increase Physical Resistance,396576,1,1012,33,0,1.0,0.0,,0,Float0,350,0,1.0,0.0,0,0
10018,dao,Restrict: player,397261,3,0,0,0,0.0,0.0,ip_restrict_player,0,,0,0,1.0,0.0,0,0
10019,dao,Spellshield,397796,1,1069,0,0,0.0,0.0,,90180,,0,0,1.0,0.0,0,0
10020,dao,Restriction: Jory,0,3,0,0,0,0.0,0.0,ip_restrict_jory,0,,0,0,1.0,0.0,0,0
10021,dao,Cold VFX,398979,1,0,0,0,0.0,0.0,,1068,,0,0,1.0,0.0,0,0
10022,dao,+<powervalue/> spirit damage,404077,2,1013,8,0,2.0,0.0,,5040,Float0,0,0,1.0,0.0,0,0
